Date       ,Open      ,High      ,Low       ,Close     ,Adj Close ,Volume
2023-03-27 ,32.180000 ,32.299999 ,31.740000 ,32.130001 ,31.836622 , 7194500
2023-03-28 ,32.000000 ,32.529999 ,31.969999 ,32.470001 ,32.173515 , 6752000
2023-03-29 ,32.830002 ,33.419998 ,32.520000 ,33.320000 ,33.015751 , 9977900
2023-03-30 ,33.709999 ,34.290001 ,33.709999 ,34.110001 ,33.798538 ,10614900
2023-03-31 ,34.500000 ,34.939999 ,34.369999 ,34.919998 ,34.601143 , 9177200
2023-04-03 ,34.480000 ,34.849998 ,34.160000 ,34.389999 ,34.075985 , 9275500
2023-04-04 ,34.570000 ,34.700001 ,33.500000 ,33.919998 ,33.610271 , 8551700
2023-04-05 ,33.560001 ,33.630001 ,32.849998 ,33.459999 ,33.154476 , 8679600
2023-04-06 ,33.580002 ,33.820000 ,33.220001 ,33.689999 ,33.382374 , 6291800
2023-04-10 ,33.689999 ,34.160000 ,33.619999 ,33.970001 ,33.659821 , 8534800
2023-04-11 ,33.970001 ,34.779999 ,33.939999 ,34.580002 ,34.264248 , 9801200
2023-04-12 ,34.320000 ,34.470001 ,33.139999 ,33.740002 ,33.431919 ,21581700
2023-04-13 ,34.049999 ,34.110001 ,32.439999 ,33.369999 ,33.065300 ,37172700
2023-04-14 ,33.709999 ,34.000000 ,33.020000 ,33.770000 ,33.461647 ,15803000
2023-04-17 ,33.810001 ,34.610001 ,33.669998 ,34.590000 ,34.274155 ,12113600
2023-04-18 ,34.939999 ,35.470001 ,34.540001 ,35.360001 ,35.037128 ,13113100
2023-04-19 ,35.150002 ,36.189999 ,35.119999 ,35.930000 ,35.601921 ,11774200
2023-04-20 ,35.590000 ,35.650002 ,34.590000 ,34.639999 ,34.323700 ,11195600
2023-04-21 ,34.680000 ,34.689999 ,33.860001 ,34.330002 ,34.016533 , 9579200
2023-04-24 ,34.419998 ,34.470001 ,33.459999 ,34.119999 ,33.808449 , 8452700
2023-04-25 ,33.900002 ,33.990002 ,33.090000 ,33.110001 ,32.807674 , 9119000
2023-04-26 ,33.180000 ,33.470001 ,32.689999 ,32.750000 ,32.450958 , 9237500
2023-04-27 ,33.049999 ,33.450001 ,32.730000 ,33.330002 ,33.025665 , 9561500
2023-04-28 ,33.450001 ,34.389999 ,33.240002 ,34.310001 ,33.996712 ,11108900
2023-05-01 ,34.430000 ,35.160000 ,34.180000 ,34.720001 ,34.402969 , 9901400
2023-05-02 ,34.500000 ,34.669998 ,33.889999 ,34.529999 ,34.214703 ,10014900
2023-05-03 ,34.529999 ,34.810001 ,34.049999 ,34.130001 ,33.818359 ,11166100
2023-05-04 ,33.950001 ,33.980000 ,32.680000 ,33.080002 ,32.777946 ,11694300
2023-05-05 ,33.439999 ,34.189999 ,33.320000 ,33.939999 ,33.630093 , 8694400
2023-05-08 ,34.240002 ,34.430000 ,33.730000 ,34.200001 ,33.887718 , 8726300
2023-05-09 ,33.939999 ,34.419998 ,33.700001 ,34.200001 ,33.887718 , 5845700
2023-05-10 ,34.650002 ,34.730000 ,33.110001 ,33.799999 ,33.491367 , 9025300
2023-05-11 ,33.549999 ,33.639999 ,33.009998 ,33.220001 ,32.916668 , 7620000
2023-05-12 ,33.380001 ,33.549999 ,32.849998 ,33.230000 ,32.926571 , 8929900
2023-05-15 ,33.349998 ,33.730000 ,33.060001 ,33.720001 ,33.412106 , 7586600
2023-05-16 ,33.650002 ,34.240002 ,33.360001 ,33.820000 ,33.511185 , 8646700
2023-05-17 ,34.299999 ,36.180000 ,34.220001 ,35.930000 ,35.601921 ,16957300
2023-05-18 ,35.889999 ,36.119999 ,35.540001 ,35.889999 ,35.562286 , 9786300
2023-05-19 ,35.930000 ,36.000000 ,35.009998 ,35.590000 ,35.265022 , 8997500
2023-05-22 ,36.070000 ,36.340000 ,35.209999 ,35.459999 ,35.136215 , 9021000
2023-05-23 ,35.740002 ,36.639999 ,35.310001 ,35.910000 ,35.582100 ,10602100
2023-05-24 ,35.560001 ,35.740002 ,34.509998 ,34.930000 ,34.611050 , 8803900
2023-05-25 ,35.099998 ,35.820000 ,35.029999 ,35.750000 ,35.423565 , 6880100
2023-05-26 ,35.750000 ,36.250000 ,35.709999 ,35.889999 ,35.562286 , 6703600
2023-05-30 ,36.290001 ,36.930000 ,36.099998 ,36.279999 ,35.948723 , 8652600
2023-05-31 ,36.869999 ,36.919998 ,35.880001 ,36.330002 ,35.998272 , 9972100
2023-06-01 ,36.419998 ,36.810001 ,36.000000 ,36.380001 ,36.047813 , 7769000
2023-06-02 ,36.910000 ,37.639999 ,36.630001 ,37.009998 ,36.672062 , 8924900
2023-06-05 ,37.080002 ,37.220001 ,36.549999 ,37.099998 ,36.761238 , 8285200
2023-06-06 ,36.650002 ,37.669998 ,36.610001 ,37.639999 ,37.296310 , 5744700
2023-06-07 ,37.840000 ,38.259998 ,37.599998 ,38.230000 ,37.880917 ,10268900
2023-06-08 ,38.240002 ,39.209999 ,38.240002 ,39.110001 ,38.752884 ,14879500
2023-06-09 ,39.119999 ,39.900002 ,39.080002 ,39.279999 ,38.921333 ,14940000
2023-06-12 ,39.580002 ,40.220001 ,39.540001 ,40.200001 ,39.832935 ,10953500
2023-06-13 ,40.389999 ,41.650002 ,40.200001 ,41.560001 ,41.180515 ,14333300
2023-06-14 ,41.709999 ,42.230000 ,41.480000 ,42.189999 ,41.804760 ,13048900
2023-06-15 ,41.740002 ,43.020000 ,41.650002 ,42.880001 ,42.488464 ,14463100
2023-06-16 ,42.860001 ,43.160000 ,42.549999 ,42.790001 ,42.399284 ,12213000
2023-06-20 ,42.419998 ,42.639999 ,42.130001 ,42.480000 ,42.092113 ,12208700
2023-06-21 ,42.490002 ,43.040001 ,42.360001 ,42.790001 ,42.399284 , 9063100
2023-06-22 ,42.610001 ,43.099998 ,42.480000 ,42.939999 ,42.547913 , 7195500
2023-06-23 ,42.250000 ,43.000000 ,42.090000 ,42.860001 ,42.468643 ,19580500
2023-06-26 ,42.849998 ,43.580002 ,42.660000 ,43.139999 ,42.746090 ,10820000
2023-06-27 ,43.680000 ,46.270000 ,43.369999 ,46.090000 ,45.669147 ,25947100
2023-06-28 ,46.270000 ,46.910000 ,46.049999 ,46.709999 ,46.283489 ,17184100
2023-06-29 ,46.750000 ,47.410000 ,46.220001 ,46.310001 ,45.887142 ,15246600
2023-06-30 ,46.650002 ,47.730000 ,46.490002 ,47.540001 ,47.105911 ,13325700
2023-07-03 ,47.439999 ,48.169998 ,47.439999 ,47.959999 ,47.522076 , 6305700
2023-07-05 ,47.720001 ,48.820000 ,47.660000 ,48.520000 ,48.076962 ,10488400
2023-07-06 ,47.990002 ,48.450001 ,47.240002 ,47.330002 ,46.897831 ,15081900
2023-07-07 ,47.490002 ,48.389999 ,47.150002 ,47.880001 ,47.442806 ,14595500
2023-07-10 ,47.830002 ,48.610001 ,47.660000 ,48.459999 ,48.017506 ,10141000
2023-07-11 ,48.580002 ,48.790001 ,48.009998 ,48.660000 ,48.215683 , 9937300
2023-07-12 ,48.700001 ,49.040001 ,47.880001 ,47.950001 ,47.512169 ,15383400
2023-07-13 ,49.750000 ,49.810001 ,47.230000 ,47.709999 ,47.274357 ,32909200
2023-07-14 ,47.779999 ,47.820000 ,45.939999 ,46.490002 ,46.162254 ,18153400
2023-07-17 ,46.490002 ,47.189999 ,46.320000 ,46.799999 ,46.470066 , 9712500
2023-07-18 ,46.810001 ,48.389999 ,46.720001 ,48.369999 ,48.028999 ,11647000
2023-07-19 ,48.110001 ,48.619999 ,47.900002 ,48.549999 ,48.207729 , 9050800
2023-07-20 ,48.130001 ,48.799999 ,47.700001 ,48.689999 ,48.346745 ,10591000
2023-07-21 ,48.900002 ,49.099998 ,48.290001 ,48.549999 ,48.207729 , 8908000
2023-07-24 ,48.110001 ,48.250000 ,47.330002 ,47.480000 ,47.145271 , 9434100
2023-07-25 ,46.660000 ,46.790001 ,45.450001 ,46.439999 ,46.112602 ,13411000
2023-07-26 ,46.439999 ,46.779999 ,45.970001 ,46.430000 ,46.102680 , 8056600
2023-07-27 ,46.029999 ,46.160000 ,45.389999 ,45.750000 ,45.427471 , 8835300
2023-07-28 ,46.060001 ,46.150002 ,45.490002 ,45.720001 ,45.397682 , 8272200
2023-07-31 ,45.810001 ,46.330002 ,45.720001 ,46.259998 ,45.933876 , 7190000
2023-08-01 ,45.740002 ,45.750000 ,44.259998 ,45.400002 ,45.079941 , 9002800
2023-08-02 ,44.910000 ,45.080002 ,44.630001 ,44.799999 ,44.484165 , 7641900
2023-08-03 ,44.320000 ,44.639999 ,44.020000 ,44.189999 ,43.878464 , 7096100
2023-08-04 ,44.470001 ,44.810001 ,44.209999 ,44.590000 ,44.275646 , 7241400
2023-08-07 ,44.689999 ,45.419998 ,44.490002 ,45.240002 ,44.921066 , 5994000
2023-08-08 ,44.619999 ,45.939999 ,44.599998 ,45.790001 ,45.467190 , 5892100
2023-08-09 ,45.740002 ,46.090000 ,44.750000 ,45.029999 ,44.712547 , 6073200
2023-08-10 ,45.430000 ,45.709999 ,44.490002 ,44.860001 ,44.543743 , 6926200
2023-08-11 ,44.599998 ,44.689999 ,44.099998 ,44.169998 ,43.858608 , 5485300
2023-08-14 ,44.000000 ,44.340000 ,43.700001 ,44.230000 ,43.918182 , 6363300
2023-08-15 ,43.880001 ,44.060001 ,42.959999 ,43.020000 ,42.716717 , 7020200
2023-08-16 ,43.040001 ,43.750000 ,42.560001 ,42.669998 ,42.369186 , 5617100
2023-08-17 ,42.669998 ,42.750000 ,41.720001 ,41.779999 ,41.485458 , 6408100
2023-08-18 ,41.340000 ,41.630001 ,41.099998 ,41.490002 ,41.197506 , 6281100
2023-08-21 ,41.689999 ,41.860001 ,41.230000 ,41.740002 ,41.445744 , 4164700
2023-08-22 ,42.020000 ,42.160000 ,41.230000 ,41.610001 ,41.316654 , 4249600
2023-08-23 ,41.610001 ,42.400002 ,41.259998 ,42.200001 ,41.902496 , 7094300
2023-08-24 ,42.000000 ,42.480000 ,41.709999 ,41.900002 ,41.604614 , 5478200
2023-08-25 ,42.099998 ,42.160000 ,41.139999 ,41.700001 ,41.406025 , 5804500
2023-08-28 ,41.730000 ,42.439999 ,41.730000 ,42.410000 ,42.111019 , 4454500
2023-08-29 ,42.369999 ,44.060001 ,42.240002 ,43.770000 ,43.461430 , 8969800
2023-08-30 ,43.779999 ,43.849998 ,43.220001 ,43.230000 ,42.925236 , 5511900
2023-08-31 ,43.540001 ,43.580002 ,42.430000 ,42.880001 ,42.577705 , 6506500
2023-09-01 ,43.099998 ,43.189999 ,42.340000 ,42.860001 ,42.557846 , 5199300
2023-09-05 ,42.480000 ,42.509998 ,41.310001 ,41.759998 ,41.465595 , 8261200
2023-09-06 ,41.490002 ,42.709999 ,41.490002 ,41.709999 ,41.415951 , 7535200
2023-09-07 ,41.500000 ,41.669998 ,40.970001 ,41.130001 ,40.840042 , 7242800
2023-09-08 ,41.150002 ,41.500000 ,40.750000 ,40.820000 ,40.532227 , 8049900
2023-09-11 ,41.099998 ,41.189999 ,40.730000 ,40.840000 ,40.552082 , 6422500
2023-09-12 ,40.910000 ,41.250000 ,40.599998 ,40.689999 ,40.403141 , 6840000
2023-09-13 ,39.500000 ,40.099998 ,39.279999 ,39.549999 ,39.271175 ,11263000
2023-09-14 ,40.200001 ,40.279999 ,38.930000 ,39.330002 ,39.052734 ,13190400
2023-09-15 ,39.299999 ,40.110001 ,39.110001 ,39.900002 ,39.618713 , 9841100
2023-09-18 ,39.580002 ,39.830002 ,38.730000 ,38.889999 ,38.615829 , 8517700
2023-09-19 ,38.869999 ,39.520000 ,38.639999 ,39.450001 ,39.171883 , 8175500
2023-09-20 ,39.770000 ,39.869999 ,38.770000 ,38.880001 ,38.605900 , 7000200
2023-09-21 ,38.580002 ,38.930000 ,38.209999 ,38.299999 ,38.029995 , 7938900
2023-09-22 ,38.380001 ,38.419998 ,37.520000 ,37.669998 ,37.404434 , 7754200
2023-09-25 ,37.400002 ,37.730000 ,37.099998 ,37.560001 ,37.295208 , 7346900
2023-09-26 ,37.200001 ,37.700001 ,36.720001 ,36.770000 ,36.510780 , 8988900
2023-09-27 ,36.770000 ,37.150002 ,36.529999 ,36.660000 ,36.401558 , 7996900
2023-09-28 ,36.700001 ,37.470001 ,36.410000 ,36.950001 ,36.689507 , 8247600
2023-09-29 ,37.250000 ,37.480000 ,36.740002 ,37.000000 ,36.739159 , 7985500
2023-10-02 ,36.970001 ,37.200001 ,36.299999 ,36.450001 ,36.193035 , 5799800
2023-10-03 ,36.139999 ,36.290001 ,35.130001 ,35.240002 ,34.991566 , 9406100
2023-10-04 ,35.470001 ,36.259998 ,35.360001 ,36.060001 ,35.805786 , 9430500
2023-10-05 ,36.470001 ,36.650002 ,36.009998 ,36.439999 ,36.183105 , 8342200
2023-10-06 ,36.330002 ,37.330002 ,36.259998 ,37.000000 ,36.739159 , 9782700
2023-10-09 ,35.709999 ,35.790001 ,34.689999 ,35.279999 ,35.031281 ,14475900
2023-10-10 ,35.740002 ,36.669998 ,35.709999 ,35.830002 ,35.577408 ,12365700
2023-10-11 ,35.759998 ,36.619999 ,35.340000 ,35.980000 ,35.826336 ,14319300
2023-10-12 ,37.009998 ,37.070000 ,34.919998 ,35.150002 ,34.999882 ,29838600
2023-10-13 ,34.779999 ,35.430000 ,33.950001 ,34.099998 ,33.954361 ,14423600
2023-10-16 ,34.110001 ,34.750000 ,33.889999 ,34.419998 ,34.272999 ,10136900
2023-10-17 ,34.330002 ,35.189999 ,34.270000 ,34.680000 ,34.531887 ,10331900
2023-10-18 ,34.099998 ,34.099998 ,33.020000 ,33.139999 ,32.998466 ,14724500
2023-10-19 ,33.209999 ,33.619999 ,32.660000 ,32.709999 ,32.570301 ,13407100
2023-10-20 ,32.590000 ,32.720001 ,32.189999 ,32.230000 ,32.092350 , 8358800
2023-10-23 ,32.000000 ,32.590000 ,31.780001 ,32.040001 ,31.903164 ,12427600
2023-10-24 ,32.099998 ,32.450001 ,31.889999 ,32.020000 ,31.883249 , 8662800
2023-10-25 ,31.860001 ,31.930000 ,31.330000 ,31.410000 ,31.275854 ,11186400
2023-10-26 ,31.480000 ,32.000000 ,31.180000 ,31.600000 ,31.465044 ,10230800
2023-10-27 ,31.760000 ,31.799999 ,30.600000 ,30.650000 ,30.519100 ,10826500
2023-10-30 ,30.850000 ,31.400000 ,30.850000 ,31.230000 ,31.096621 ,10783100
2023-10-31 ,31.139999 ,31.320000 ,30.760000 ,31.250000 ,31.116539 , 9104300
2023-11-01 ,31.389999 ,31.600000 ,30.840000 ,31.110001 ,30.977135 , 9336700
2023-11-02 ,31.660000 ,32.090000 ,31.570000 ,32.020000 ,31.883249 , 9711700
2023-11-03 ,32.560001 ,33.529999 ,32.509998 ,33.349998 ,33.207565 ,12302100
2023-11-06 ,33.630001 ,33.730000 ,32.459999 ,32.919998 ,32.779400 , 8225800
2023-11-07 ,33.009998 ,33.520000 ,32.610001 ,33.439999 ,33.297180 ,10497700
2023-11-08 ,33.750000 ,34.709999 ,33.720001 ,34.169998 ,34.024067 ,14144100
2023-11-09 ,34.419998 ,34.630001 ,33.310001 ,33.480000 ,33.337013 , 8513100
2023-11-10 ,33.599998 ,34.130001 ,33.439999 ,34.060001 ,33.914536 , 7536700
2023-11-13 ,33.790001 ,34.389999 ,33.689999 ,34.169998 ,34.024067 , 7144400
2023-11-14 ,35.119999 ,35.490002 ,34.869999 ,35.240002 ,35.089497 ,10993800
2023-11-15 ,35.509998 ,36.459999 ,35.500000 ,35.759998 ,35.607273 ,10580600
2023-11-16 ,35.689999 ,36.189999 ,35.279999 ,35.509998 ,35.358341 , 7756300
2023-11-17 ,35.779999 ,36.090000 ,35.520000 ,36.060001 ,35.905998 , 8447200
2023-11-20 ,35.950001 ,36.599998 ,35.720001 ,36.500000 ,36.344116 , 7784200
2023-11-21 ,36.279999 ,36.349998 ,35.700001 ,35.880001 ,35.726765 , 7345000
2023-11-22 ,36.799999 ,37.040001 ,35.779999 ,35.950001 ,35.796463 ,12367700
2023-11-24 ,36.160000 ,36.330002 ,35.950001 ,36.099998 ,35.945824 , 4392600
2023-11-27 ,35.889999 ,36.000000 ,35.669998 ,35.840000 ,35.686932 , 7147100
2023-11-28 ,35.910000 ,36.130001 ,35.459999 ,36.040001 ,35.886082 , 7810200
2023-11-29 ,36.360001 ,36.919998 ,36.340000 ,36.639999 ,36.483521 , 9311600
2023-11-30 ,36.709999 ,37.230000 ,36.189999 ,36.930000 ,36.772278 ,11392800
2023-12-01 ,36.980000 ,38.119999 ,36.970001 ,38.049999 ,37.887497 ,11004100
2023-12-04 ,38.000000 ,38.660000 ,37.709999 ,38.160000 ,37.997025 , 9760000
2023-12-05 ,37.759998 ,37.930000 ,37.369999 ,37.610001 ,37.449375 , 7828100
2023-12-06 ,38.240002 ,39.520000 ,38.130001 ,38.939999 ,38.773693 ,12499700
2023-12-07 ,39.450001 ,40.520000 ,39.410000 ,40.340000 ,40.167717 ,12122600
2023-12-08 ,40.259998 ,40.740002 ,39.860001 ,40.349998 ,40.177673 , 8723000
2023-12-11 ,40.410000 ,40.630001 ,40.110001 ,40.509998 ,40.336990 , 7295400
2023-12-12 ,40.520000 ,41.459999 ,40.520000 ,41.240002 ,41.063873 , 8448900
2023-12-13 ,40.869999 ,41.360001 ,40.119999 ,41.189999 ,41.014084 ,12821300
2023-12-14 ,41.529999 ,42.700001 ,41.490002 ,42.439999 ,42.258747 ,14530800
2023-12-15 ,42.590000 ,42.590000 ,41.980000 ,42.340000 ,42.159176 ,12902100
2023-12-18 ,42.000000 ,42.180000 ,41.099998 ,41.180000 ,41.004128 , 8624000
2023-12-19 ,41.419998 ,41.709999 ,41.060001 ,41.150002 ,40.974258 , 7560000
2023-12-20 ,40.770000 ,41.430000 ,40.270000 ,40.340000 ,40.167717 , 9695100
2023-12-21 ,40.860001 ,41.599998 ,40.770000 ,41.119999 ,40.944386 , 7709400
2023-12-22 ,41.060001 ,41.279999 ,40.889999 ,41.130001 ,40.954342 , 6834400
2023-12-26 ,41.009998 ,41.130001 ,40.750000 ,40.759998 ,40.585918 , 4722900
2023-12-27 ,40.720001 ,40.880001 ,40.400002 ,40.590000 ,40.416649 , 4486400
2023-12-28 ,40.500000 ,40.720001 ,40.450001 ,40.630001 ,40.456478 , 4558100
2023-12-29 ,40.529999 ,40.660000 ,39.980000 ,40.230000 ,40.058182 , 8620600
